X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y,LATITUDE,LONGITUDE
2545927.919,2421011.159,714,T20180004598,2018/03/10 00:00:00+00,01.:1.00,1,4,Collision with a fixed object,A,A,66,2,Drivers,M,On HEALESVILLE-KOO WEE RUP ROAD 171m N from Int HIGHETT ROAD,327976,N,N,Non Intersection,5770,HEALESVILLE-KOO WEE RUP,ROAD,HIGHETT,ROAD,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2545927.919,2421011.159,-37.71066933,145.5209058
2430924.26,2365179.068,715,T20180004769,2018/03/12 00:00:00+00,16.:5.00,2,1,Collision with vehicle,A,A,54,4,Motorcyclists,M,On PRINCES HIGHWAY(R) 592m W from Int DEVON ROAD,331168,N,N,Non Intersection,2500,PRINCES,HIGHWAY,DEVON,ROAD,Declared Road,SURF COAST,SOUTH WESTERN REGION,Country,2430924.26,2365179.068,-38.21223877,144.21132
2377628.114,2665366.874,716,T20180004804,2018/03/12 00:00:00+00,06.:5.00,1,4,Collision with a fixed object,A,2,20,3,Passengers,M,On TRESCO WEST ROAD 1070m W from Int BAEL BAEL ROAD,328048,N,N,Non Intersection,9999,TRESCO WEST,ROAD,BAEL BAEL,ROAD,Non Declared Road,SWAN HILL,NORTHERN REGION,Country,2377628.114,2665366.874,-35.50185218,143.65142
2198938.327,2349890.717,717,T20180004903,2018/03/14 00:00:00+00,15.:0.00,4,1,Collision with vehicle,A,3,56,3,Passengers,F,On NELSON-PORTLAND ROAD -WOOD WINE AND ROSES FOREST DRIVE 37m SE from Int PORTLAND-NELSON ROAD,331233,N,N,Non Intersection,5045,PORTLAND-NELSON,ROAD,PORTLAND-NELSON,ROAD,Declared Road,GLENELG,SOUTH WESTERN REGION,Country,2198938.327,2349890.717,-38.30349897,141.5577025
2448660.944,2386697.358,718,T20180005088,2018/03/17 00:00:00+00,05.:2.00,1,4,Collision with a fixed object,A,A,26,2,Drivers,M,On MILL ROAD 67m W from Int ALKARA AVENUE,328217,N,N,Non Intersection,9999,MILL,ROAD,ALKARA,AVENUE,Non Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2448660.944,2386697.358,-38.01954277,144.4153335
2465397.875,2422770.054,719,T20180005238,2018/03/19 00:00:00+00,14.:2.00,1,1,Collision with vehicle,A,B,32,4,Motorcyclists,M,On MELTON-WESTERN IN RAMP ON 374m E from Int MELTON HIGHWAY,328240,N,N,Non Intersection,7351,MELTON-WESTERN IN,RAMP,MELTON,HIGHWAY,Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2465397.875,2422770.054,-37.69531058,144.6076298
2370078.837,2631128.764,720,T20180005363,2018/03/21 00:00:00+00,18.:0.00,1,6,Vehicle overturned (no collision),A,A,68,2,Drivers,F,On KERANG-QUAMBATOOK ROAD 656m NE from Int LAKE CHARM-QUAMBATOOK ROAD ALT,328336,N,N,Non Intersection,5331,KERANG-QUAMBATOOK,ROAD,LAKE CHARM-QUAMBATOOK ALT,ROAD,Declared Road,GANNAWARRA,NORTHERN REGION,Country,2370078.837,2631128.764,-35.80936894,143.5625398
2512749.308,2418926.576,721,T20180005496,2018/03/23 00:00:00+00,14.:0.00,1,2,Struck Pedestrian,A,3,81,1,Pedestrians,M,On MAIN ROAD 28m E from Int ANTOINETTE BOULEVARD,328558,N,N,Non Intersection,5790,MAIN,ROAD,ANTOINETTE,BOULEVARD,Declared Road,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2512749.308,2418926.576,-37.73049713,145.1446375
2505728.434,2412607.237,722,T20180005534,2018/03/23 00:00:00+00,15.:1.00,3,1,Collision with vehicle,A,A,74,2,Drivers,M,At Int of BURKE ROAD and OLD BURKE ROAD,36528,I,I,Intersection,5874,BURKE,ROAD,OLD BURKE,ROAD,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2505728.434,2412607.237,-37.78750556,145.0650366
2494354.317,2414735.051,723,T20180005858,2018/03/27 00:00:00+00,17.:3.00,2,1,Collision with vehicle,A,A,19,2,Drivers,M,On DEAN STREET 52m W from Int PATTISON STREET,328552,N,N,Non Intersection,9999,DEAN,STREET,PATTISON,STREET,Non Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2494354.317,2414735.051,-37.76833409,144.9359192
2509154.222,2421899.163,724,T20180005896,2018/03/28 00:00:00+00,09.:2.00,1,7,Fall from or in moving vehicle,A,1,96,1,Pedestrians,F,On MAIN STREET 142m NE from Int GRIMSHAW STREET,328747,N,N,Non Intersection,9999,MAIN,STREET,GRIMSHAW,STREET,Non Declared Road,BANYULE,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2509154.222,2421899.163,-37.70375524,145.1038155
2570913.634,2441587.494,725,T20180006161,2018/03/31 00:00:00+00,14.:5.00,2,1,Collision with vehicle,A,A,56,4,Motorcyclists,M,On MARYSVILLE-WOODS POINT ROAD 2327m W from Int TOMMYS BEND ROAD,328702,N,N,Non Intersection,4961,MARYSVILLE-WOODS POINT,ROAD,TOMMYS BEND,ROAD,Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2570913.634,2441587.494,-37.52370125,145.8023112
2454441.418,2523890.626,726,T20180006455,2018/04/05 00:00:00+00,09.:2.00,2,1,Collision with vehicle,A,A,56,2,Drivers,F,On MCIVOR HIGHWAY 250m W from Int SUGARLOAF ROAD,329641,N,N,Non Intersection,2770,MCIVOR,HIGHWAY,SUGARLOAF,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2454441.418,2523890.626,-36.78358893,144.4895396
2519718.546,2392902.49,727,T20180006470,2018/04/05 00:00:00+00,13.:0.00,1,2,Struck Pedestrian,A,1,59,1,Pedestrians,F,On STUD ROAD 39m N from Int MCFEES ROAD,328937,N,N,Non Intersection,2090,STUD,ROAD,MCFEES,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2519718.546,2392902.49,-37.96484964,145.2243973
2485538.431,2414476.326,728,T20180007346,2018/04/18 00:00:00+00,18.:2.00,1,2,Struck Pedestrian,A,1,92,1,Pedestrians,F,On WESTMORELAND ROAD 21m S from Int RUFFORD STREET,329392,N,N,Non Intersection,9999,WESTMORELAND,ROAD,RUFFORD,STREET,Non Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2485538.431,2414476.326,-37.77057004,144.8358503
2521437.012,2405346.635,729,T20180007511,2018/04/21 00:00:00+00,01.:1.00,2,1,Collision with vehicle,A,1,38,3,Passengers,M,At Int of STUD ROAD and BORONIA ROAD,40919,I,I,Intersection,5796,STUD,ROAD,BORONIA,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2521437.012,2405346.635,-37.85269425,145.243591
2521437.012,2405346.635,730,T20180007511,2018/04/21 00:00:00+00,01.:1.00,2,1,Collision with vehicle,A,A,32,2,Drivers,F,At Int of STUD ROAD and BORONIA ROAD,40919,I,I,Intersection,5796,STUD,ROAD,BORONIA,ROAD,Declared Road,KNOX,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2521437.012,2405346.635,-37.85269425,145.243591
2505527.26,2423204.876,731,T20180007661,2018/04/23 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,A,89,2,Drivers,M,At Int of PLENTY ROAD and GREENHILLS ROAD,29518,I,I,Intersection,2140,PLENTY,ROAD,GREENHILLS,ROAD,Declared Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2505527.26,2423204.876,-37.69201874,145.0626734
2580864.021,2545748.51,732,T20180007687,2018/04/23 00:00:00+00,17.:3.00,1,4,Collision with a fixed object,A,A,40,2,Drivers,M,On HUME FREEWAY(R) 1010m SW from Int BENALLA-WARRENBAYNE ROAD,339375,N,N,Non Intersection,2550,HUME,FREEWAY,BENALLA-WARRENBAYNE,ROAD,Declared Road,BENALLA,NORTH EASTERN REGION,Country,2580864.021,2545748.51,-36.58423586,145.9036963
2380382.931,2359000.461,733,T20180007799,2018/04/25 00:00:00+00,10.:1.00,2,1,Collision with vehicle,A,A,51,4,Motorcyclists,M,On COLAC-BALLARAT ROAD 660m S from Int BAKERS LANE,329659,N,N,Non Intersection,5074,COLAC-BALLARAT,ROAD,BAKERS,LANE,Declared Road,COLAC OTWAY,SOUTH WESTERN REGION,Country,2380382.931,2359000.461,-38.26273973,143.6333086
2476367.778,2437125.675,734,T20180008066,2018/04/29 00:00:00+00,16.:1.00,1,2,Struck Pedestrian,A,1,68,1,Pedestrians,F,On RACECOURSE ROAD 4m S from Int LOUIS WAY,331748,N,N,Non Intersection,9999,RACECOURSE,ROAD,LOUIS,WAY,Non Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2476367.778,2437125.675,-37.56629994,144.7324794
2542915.888,2435540.258,735,T20180008199,2018/05/01 00:00:00+00,11.:5.00,2,1,Collision with vehicle,A,A,54,4,Motorcyclists,M,On HEALESVILLE-KINGLAKE ROAD 383m NE from Int RAYS TRACK,329896,N,N,Non Intersection,5791,HEALESVILLE-KINGLAKE,ROAD,RAYS,TRACK,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2542915.888,2435540.258,-37.57989824,145.4859035
2525150.298,2375904.029,736,T20180008307,2018/05/02 00:00:00+00,23.:2.00,2,5,Collision with some other object,A,A,32,4,Motorcyclists,M,On SOUTH GIPPSLAND HIGHWAY 405m from CODRINGTON ST (SR),329944,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2525150.298,2375904.029,-38.11785877,145.2867931
2536791.53,2437781.997,737,T20180008488,2018/05/05 00:00:00+00,02.:3.00,1,8,No collision and no object struck,A,1,41,3,Passengers,F,On MELBA HIGHWAY 1115m S from Int BROCK SPUR TRACK,330088,N,N,Non Intersection,2300,MELBA,HIGHWAY,BROCK SPUR,TRACK,Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2536791.53,2437781.997,-37.55995996,145.416452
2500145.607,2416517.545,738,T20180008538,2018/05/05 00:00:00+00,14.:0.00,2,1,Collision with vehicle,A,B,58,4,Motorcyclists,M,At Int of DUNDAS STREET and PLENTY ROAD,29488,I,I,Intersection,9999,DUNDAS,STREET,PLENTY,ROAD,Non Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2500145.607,2416517.545,-37.7522905,145.0016524
2332070.504,2508842.341,739,T20180008548,2018/05/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,1,74,3,Passengers,F,At Int of STAWELL-AVOCA ROAD and ESCORT STREET,52637,I,I,Intersection,5245,STAWELL-AVOCA,ROAD,ESCORT,STREET,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Ballarat,2332070.504,2508842.341,-36.90532944,143.1153264
2332070.504,2508842.341,740,T20180008548,2018/05/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,2,64,3,Passengers,F,At Int of STAWELL-AVOCA ROAD and ESCORT STREET,52637,I,I,Intersection,5245,STAWELL-AVOCA,ROAD,ESCORT,STREET,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Ballarat,2332070.504,2508842.341,-36.90532944,143.1153264
2332070.504,2508842.341,741,T20180008548,2018/05/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,3,71,3,Passengers,F,At Int of STAWELL-AVOCA ROAD and ESCORT STREET,52637,I,I,Intersection,5245,STAWELL-AVOCA,ROAD,ESCORT,STREET,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Ballarat,2332070.504,2508842.341,-36.90532944,143.1153264
2332070.504,2508842.341,742,T20180008548,2018/05/05 00:00:00+00,18.:0.00,2,1,Collision with vehicle,A,B,75,2,Drivers,F,At Int of STAWELL-AVOCA ROAD and ESCORT STREET,52637,I,I,Intersection,5245,STAWELL-AVOCA,ROAD,ESCORT,STREET,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Ballarat,2332070.504,2508842.341,-36.90532944,143.1153264
2673475.312,2529190.749,743,T20180008549,2018/05/05 00:00:00+00,22.:3.00,1,4,Collision with a fixed object,A,A,34,2,Drivers,M,On GREAT ALPINE ROAD 451m E from Int TOWER HILL ROAD,331679,N,N,Non Intersection,4005,GREAT ALPINE,ROAD,TOWER HILL,ROAD,Declared Road,ALPINE,NORTH EASTERN REGION,Country,2673475.312,2529190.749,-36.72097351,146.9422388
2505087.694,2456674.248,744,T20180008555,2018/05/06 00:00:00+00,02.:3.00,1,4,Collision with a fixed object,A,A,24,2,Drivers,M,On SOUTH MOUNTAIN ROAD 618m W from Int NORTH MOUNTAIN ROAD,330136,N,N,Non Intersection,9999,SOUTH MOUNTAIN,ROAD,NORTH MOUNTAIN,ROAD,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2505087.694,2456674.248,-37.39043025,145.0574601
2485662.637,2420010.003,745,T20180008579,2018/05/06 00:00:00+00,12.:0.00,1,2,Struck Pedestrian,A,1,61,1,Pedestrians,M,On OLD CALDER HIGHWAY 52m NW from Int FLORA STREET,330929,N,N,Non Intersection,5828,OLD CALDER,HIGHWAY,FLORA,STREET,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2485662.637,2420010.003,-37.72071198,144.8373675
2399204.175,2437006.787,746,T20180008784,2018/05/09 00:00:00+00,11.:4.00,1,2,Struck Pedestrian,A,1,78,1,Pedestrians,M,On STURT STREET 9m W from Int ALBERT STREET ALT,340453,N,N,Non Intersection,9999,STURT,STREET,ALBERT ALT,STREET,Non Declared Road,BALLARAT,WESTERN REGION,Ballarat,2399204.175,2437006.787,-37.56222753,143.8590105
2580879.265,2377528.16,747,T20180008792,2018/05/09 00:00:00+00,14.:3.00,2,1,Collision with vehicle,A,A,57,2,Drivers,M,At Int of BRANDY CREEK ROAD and OLD SALE ROAD ALT,53291,I,I,Intersection,5532,BRANDY CREEK,ROAD,OLD SALE ALT,ROAD,Declared Road,BAW BAW,EASTERN REGION,Country,2580879.265,2377528.16,-38.10003992,145.9220746
2673912.923,2390687.871,748,T20180008855,2018/05/10 00:00:00+00,11.:4.00,2,1,Collision with vehicle,A,A,83,2,Drivers,M,On JOHNSON STREET 3m NE from Int JOHNSON STREET,330280,N,N,Non Intersection,9999,JOHNSON,STREET,JOHNSON,STREET,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2673912.923,2390687.871,-37.96872206,146.9793738
2509075.848,2400198.961,749,T20180008895,2018/05/10 00:00:00+00,22.:4.00,1,4,Collision with a fixed object,A,A,19,4,Motorcyclists,M,On DANDENONG ROAD 201m SE from Int HOWDEN STREET,331646,N,N,Non Intersection,2510,DANDENONG,ROAD,HOWDEN,STREET,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2509075.848,2400198.961,-37.89927657,145.1031934
2536487.877,2380450.709,750,T20180009188,2018/05/15 00:00:00+00,11.:5.00,2,1,Collision with vehicle,A,A,78,2,Drivers,M,On PRINCES FREEWAY(R) 856m E from Int OFFICER SOUTH ROAD,330712,N,N,Non Intersection,2510,PRINCES,FREEWAY,OFFICER SOUTH,ROAD,Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2536487.877,2380450.709,-38.07652168,145.4158496
2518795.014,2409294.247,751,T20180009254,2018/05/16 00:00:00+00,07.:0.00,1,2,Struck Pedestrian,A,2,14,1,Pedestrians,F,On MAROONDAH HIGHWAY -WHITEHORSE ROAD 10m E from Int HEATHERDALE ROAD,331749,N,N,Non Intersection,2720,MAROONDAH HIGHWAY -WHITEHORSE,ROAD,HEATHERDALE,ROAD,Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2518795.014,2409294.247,-37.81718366,145.2134693
2432770.053,2549243.223,752,T20180009288,2018/05/16 00:00:00+00,21.:0.00,1,6,Vehicle overturned (no collision),A,A,30,2,Drivers,M,On BOROUGH ROAD 300m NW from Int MUNRO ROAD,330496,N,N,Non Intersection,9999,BOROUGH,ROAD,MUNRO,ROAD,Non Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2432770.053,2549243.223,-36.55380852,144.2489725
2634315.714,2366206.829,753,T20180009568,2018/05/21 00:00:00+00,06.:5.00,1,2,Struck Pedestrian,A,1,83,1,Pedestrians,M,At Int of BREED STREET and SEYMOUR STREET,72738,I,I,Intersection,9999,BREED,STREET,SEYMOUR,STREET,Non Declared Road,LATROBE,EASTERN REGION,Country,2634315.714,2366206.829,-38.19581391,146.5332782
2493235.886,2410949.974,754,T20180009615,2018/05/21 00:00:00+00,14.:3.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On DYNON ROAD 531m W from Int LLOYD STREET,332080,N,N,Non Intersection,5035,DYNON,ROAD,LLOYD,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2493235.886,2410949.974,-37.80243074,144.9231899
2420739.146,2502024.211,755,T20180009807,2018/05/24 00:00:00+00,13.:0.00,1,4,Collision with a fixed object,A,A,46,2,Drivers,M,On FOGARTYS GAP ROAD 764m NE from Int BENDIGO-MALDON ROAD,330760,N,N,Non Intersection,9999,FOGARTYS GAP,ROAD,BENDIGO-MALDON,ROAD,Non Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2420739.146,2502024.211,-36.97841708,144.109649
2562711.025,2609439.506,756,T20180009893,2018/05/25 00:00:00+00,13.:3.00,2,1,Collision with vehicle,A,B,57,2,Drivers,M,At Int of POWERLINE ROAD and CHAPEL ROAD,330816,I,I,Intersection,9999,POWERLINE,ROAD,CHAPEL,ROAD,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2562711.025,2609439.506,-36.01161222,145.6956348
2583251.789,2326038.725,757,T20180009962,2018/05/26 00:00:00+00,05.:4.00,1,4,Collision with a fixed object,A,A,50,2,Drivers,M,On SOUTH GIPPSLAND HIGHWAY 557m SE from Int CAITHNESS ROAD,340984,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,CAITHNESS,ROAD,Declared Road,SOUTH GIPPSLAND,EASTERN REGION,Country,2583251.789,2326038.725,-38.56360788,145.9550096
2528931.627,2559173.478,758,T20180010671,2018/06/06 00:00:00+00,11.:5.00,2,4,Collision with a fixed object,A,A,29,2,Drivers,M,On TOOLAMBA ROAD 643m N from Int POGUE ROAD,331736,N,N,Non Intersection,5586,TOOLAMBA,ROAD,POGUE,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2528931.627,2559173.478,-36.46625901,145.3228253
2497056.095,2417735.285,759,T20180010769,2018/06/08 00:00:00+00,07.:1.00,1,2,Struck Pedestrian,A,1,69,1,Pedestrians,M,At Int of BELL STREET and SYDNEY ROAD,863,I,I,Intersection,2400,BELL,STREET,SYDNEY,ROAD,Declared Road,MORELAND,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2497056.095,2417735.285,-37.74131367,144.9665974
2487920.541,2413338.209,760,T20180010784,2018/06/08 00:00:00+00,05.:1.00,1,2,Struck Pedestrian,A,1,24,1,Pedestrians,M,On BALLARAT ROAD(R) 8m E from Int EVANS STREET,340517,N,N,Non Intersection,5520,BALLARAT,ROAD,EVANS,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2487920.541,2413338.209,-37.78085863,144.8628704
2297360.956,2485078.686,761,T20180010944,2018/06/10 00:00:00+00,19.:0.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On POMONAL ROAD 227m E from Int MOLLER ROAD,337048,N,N,Non Intersection,5135,POMONAL,ROAD,MOLLER,ROAD,Declared Road,NORTHERN GRAMPIANS,WESTERN REGION,Country,2297360.956,2485078.686,-37.11259842,142.7195294
2500122.259,2404688.3,762,T20180010950,2018/06/11 00:00:00+00,01.:3.00,2,1,Collision with vehicle,A,1,25,3,Passengers,M,At Int of DANDENONG ROAD and WILLIAMS ROAD,67571,I,I,Intersection,2510,DANDENONG,ROAD,WILLIAMS,ROAD,Declared Road,STONNINGTON,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner,2500122.259,2404688.3,-37.85887287,145.0013894
2473492.277,2515192.28,763,T20180010981,2018/06/11 00:00:00+00,11.:1.00,1,1,Collision with vehicle,A,A,56,4,Motorcyclists,M,On NORTHERN HIGHWAY 214m NE from Int SHURANS LANE,331411,N,N,Non Intersection,2540,NORTHERN,HIGHWAY,SHURANS,LANE,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2473492.277,2515192.28,-36.86270979,144.7026884
2507803.336,2363044.719,764,T20180010991,2018/06/11 00:00:00+00,10.:3.00,2,1,Collision with vehicle,A,B,61,6,Bicyclists,M,On MOOROODUC HIGHWAY(R) 129m NE from Int MOOROODUC HIGHWAY SERVICE ROAD REV,331412,N,N,Non Intersection,2860,MOOROODUC,HIGHWAY,MOOROODUC REV,HIGHWAY SERVICE ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2507803.336,2363044.719,-38.23401019,145.0891203
2398573.669,2448061.574,765,T20180011123,2018/06/13 00:00:00+00,15.:3.00,2,1,Collision with vehicle,A,B,34,2,Drivers,M,On MIDLAND HIGHWAY 198m SW from Int KELLYS LANE,331552,N,N,Non Intersection,2590,MIDLAND,HIGHWAY,KELLYS,LANE,Declared Road,HEPBURN,WESTERN REGION,Ballarat,2398573.669,2448061.574,-37.46255121,143.8533811
2513712.452,2396426.228,766,T20180011146,2017/08/13 00:00:00+00,09.:4.00,1,7,Fall from or in moving vehicle,A,1,76,3,Passengers,M,On SPRINGVALE ROAD 8m S from Int CENTRE ROAD,331721,N,N,Non Intersection,2400,SPRINGVALE,ROAD,CENTRE,ROAD,Declared Road,DANDENONG,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513712.452,2396426.228,-37.93321066,145.1559823
2463041.166,2405677.164,767,T20180011197,2018/06/14 00:00:00+00,17.:5.00,2,1,Collision with vehicle,A,A,39,2,Drivers,M,On BALLAN ROAD 510m SE from Int SPRING PLAINS ROAD,331581,N,N,Non Intersection,5588,BALLAN,ROAD,SPRING PLAINS,ROAD,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2463041.166,2405677.164,-37.84922886,144.5800512
2492075.524,2417364.265,768,T20180011266,2018/06/16 00:00:00+00,08.:5.00,1,2,Struck Pedestrian,A,1,80,1,Pedestrians,M,At Int of LINCOLN ROAD and MT ALEXANDER ROAD,34518,I,I,Intersection,5589,LINCOLN,ROAD,MT ALEXANDER,ROAD,Declared Road,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2492075.524,2417364.265,-37.7446276,144.9100822
2543143.045,2612581.395,769,T20180012076,2018/06/27 00:00:00+00,13.:4.00,2,1,Collision with vehicle,A,B,36,2,Drivers,M,At Int of NUMURKAH ROAD and SPENCES ROAD,51295,I,I,Intersection,9999,NUMURKAH,ROAD,SPENCES,ROAD,Non Declared Road,MOIRA,NORTH EASTERN REGION,Country,2543143.045,2612581.395,-35.98438439,145.4784023
2510010.596,2397083.022,770,T20180012081,2018/06/27 00:00:00+00,19.:4.00,3,1,Collision with vehicle,A,A,79,2,Drivers,F,On PRINCE CHARLES STREET 64m N from Int CENTRE ROAD,332288,N,N,Non Intersection,9999,PRINCE CHARLES,STREET,CENTRE,ROAD,Non Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2510010.596,2397083.022,-37.92734049,145.113864
2342265.661,2456365.439,771,T20180012624,2018/07/05 00:00:00+00,12.:5.00,2,1,Collision with vehicle,A,A,49,2,Drivers,M,On WESTERN HIGHWAY 1070m W from Int WOODNAGGERAK ROAD,338468,N,N,Non Intersection,2520,WESTERN,HIGHWAY,WOODNAGGERAK,ROAD,Declared Road,ARARAT,WESTERN REGION,Ballarat,2342265.661,2456365.439,-37.37992844,143.2187007
2473689.431,2414681.678,772,T20180012784,2018/07/08 00:00:00+00,00.:0.00,3,1,Collision with vehicle,A,2,10,3,Passengers,F,On HOPKINS ROAD 929m N from Int RIDING BOUNDARY ROAD,332300,N,N,Non Intersection,5042,HOPKINS,ROAD,RIDING BOUNDARY,ROAD,Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2473689.431,2414681.678,-37.76846029,144.7013633
2473689.431,2414681.678,773,T20180012784,2018/07/08 00:00:00+00,00.:0.00,3,1,Collision with vehicle,A,3,4,3,Passengers,M,On HOPKINS ROAD 929m N from Int RIDING BOUNDARY ROAD,332300,N,N,Non Intersection,5042,HOPKINS,ROAD,RIDING BOUNDARY,ROAD,Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2473689.431,2414681.678,-37.76846029,144.7013633
2563037.593,2478282.769,774,T20180012798,2018/07/08 00:00:00+00,09.:5.00,3,2,Struck Pedestrian,A,1,53,1,Pedestrians,M,On NIHIL STREET 26m W from Int GRANT STREET,332299,N,N,Non Intersection,9999,NIHIL,STREET,GRANT,STREET,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2563037.593,2478282.769,-37.19359751,145.7101091
2493292.256,2518348.461,775,T20180013149,2018/07/13 00:00:00+00,14.:3.00,2,1,Collision with vehicle,A,B,55,2,Drivers,F,On HEATHCOTE-NAGAMBIE ROAD 31m SW from Int HOODS LANE,332449,N,N,Non Intersection,5378,HEATHCOTE-NAGAMBIE,ROAD,HOODS,LANE,Declared Road,STRATHBOGIE,NORTH EASTERN REGION,Country,2493292.256,2518348.461,-36.83461422,144.9247934
2493922.671,2408402.193,776,T20180013325,2018/07/15 00:00:00+00,22.:1.00,1,4,Collision with a fixed object,A,A,32,4,Motorcyclists,M,On CITYLINK IN-WEST GATE IN RAMP(R) 89m S from Int CITYLINK,332512,N,N,Non Intersection,2999,CITYLINK IN-WEST GATE IN,RAMP,CITYLINK, ,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2493922.671,2408402.193,-37.82539109,144.9309677
2664757.527,2539626.333,777,T20180013336,2018/07/16 00:00:00+00,11.:2.00,1,4,Collision with a fixed object,A,A,60,2,Drivers,F,On GREAT ALPINE ROAD 1003m W from Int WOBONGA LANE,339550,N,N,Non Intersection,4005,GREAT ALPINE,ROAD,WOBONGA,LANE,Declared Road,ALPINE,NORTH EASTERN REGION,Country,2664757.527,2539626.333,-36.62850262,146.8423982
2505549.868,2423189.242,778,T20180013394,2018/07/17 00:00:00+00,09.:4.00,1,2,Struck Pedestrian,A,1,84,1,Pedestrians,M,At Int of PLENTY ROAD(R) and GREENHILLS ROAD,229131,I,I,Intersection,2140,PLENTY,ROAD,GREENHILLS,ROAD,Declared Road,BANYULE,METROPOLITAN NORTH WEST REGION,Melbourne - North East,2505549.868,2423189.242,-37.69215948,145.0629298
